title,movieId,rating,class
"Exorcist III, The (1990)",1999,2.6666666666666665,средний рейтинг
Foxcatcher (2014),116161,2.6666666666666665,средний рейтинг
Windtalkers (2002),5420,2.6666666666666665,средний рейтинг
Mr. Jones (1993),498,2.6666666666666665,средний рейтинг
"Pagemaster, The (1994)",558,2.6666666666666665,средний рейтинг
Ghoulies (1985),3961,2.6666666666666665,средний рейтинг
"Forbidden Kingdom, The (2008)",59103,2.6666666666666665,средний рейтинг
47 Ronin (2013),106491,2.6666666666666665,средний рейтинг
8 Heads in a Duffel Bag (1997),1503,2.6666666666666665,средний рейтинг
College (1927),8275,2.6666666666666665,средний рейтинг
Star Wars: The Clone Wars (2008),61160,2.6666666666666665,средний рейтинг
Maurice (1987),3094,2.6666666666666665,средний рейтинг
"NeverEnding Story II: The Next Chapter, The (1990)",2162,2.6666666666666665,средний рейтинг
"Dude, Where's My Car? (2000)",4015,2.659090909090909,средний рейтинг
City Slickers II: The Legend of Curly's Gold (1994),432,2.6507936507936507,средний рейтинг
Pirates of the Caribbean: On Stranger Tides (2011),86880,2.65,средний рейтинг
Lord of the Flies (1990),4951,2.642857142857143,средний рейтинг
Bringing Down the House (2003),6212,2.642857142857143,средний рейтинг
Look Who's Talking (1989),4621,2.642857142857143,средний рейтинг
Earth Girls Are Easy (1988),4587,2.642857142857143,средний рейтинг
Muppets From Space (1999),2709,2.642857142857143,средний рейтинг
AVP: Alien vs. Predator (2004),8810,2.638888888888889,средний рейтинг
"Skulls, The (2000)",3484,2.6363636363636362,средний рейтинг
Police Academy (1984),2378,2.6363636363636362,средний рейтинг
54 (1998),2188,2.6333333333333333,средний рейтинг
Beverly Hills Cop III (1994),420,2.6315789473684212,средний рейтинг
Rocky V (1990),2412,2.6315789473684212,средний рейтинг
Weekend at Bernie's (1989),1091,2.6296296296296298,средний рейтинг
Dick Tracy (1990),2616,2.6296296296296298,средний рейтинг
Hostel (2005),42723,2.625,средний рейтинг
Made in America (1993),489,2.625,средний рейтинг
Transformers: Revenge of the Fallen (2009),69526,2.625,средний рейтинг
At First Sight (1999),2445,2.625,средний рейтинг
Extract (2009),71248,2.625,средний рейтинг
Alfie (2004),8948,2.625,средний рейтинг
Into the Woods (2014),118997,2.625,средний рейтинг
Forever Young (1992),3269,2.625,средний рейтинг
'Til There Was You (1997),779,2.625,средний рейтинг
Critters (1986),4492,2.625,средний рейтинг
1941 (1979),7104,2.625,средний рейтинг
Lucky Numbers (2000),3975,2.625,средний рейтинг
High School High (1996),833,2.625,средний рейтинг
Overboard (1987),8614,2.625,средний рейтинг
Bridge to Terabithia (2007),50601,2.625,средний рейтинг
"Bachelor, The (1999)",3004,2.6153846153846154,средний рейтинг
Superman Returns (2006),46530,2.6153846153846154,средний рейтинг
Crocodile Dundee II (1988),2471,2.6136363636363638,средний рейтинг
Striking Distance (1993),544,2.611111111111111,средний рейтинг
"Replacement Killers, The (1998)",1769,2.611111111111111,средний рейтинг
Shampoo (1975),3099,2.611111111111111,средний рейтинг
America's Sweethearts (2001),4639,2.607142857142857,средний рейтинг
"Very Brady Sequel, A (1996)",818,2.607142857142857,средний рейтинг
"Equalizer, The (2014)",112171,2.6,средний рейтинг
Showtime (2002),5220,2.6,средний рейтинг
Life (1999),2587,2.6,средний рейтинг
For Richer or Poorer (1997),1703,2.6,средний рейтинг
Made (2001),4452,2.6,средний рейтинг
"Nightmare on Elm Street 5: The Dream Child, A (1989)",1972,2.6,средний рейтинг
"Beverly Hillbillies, The (1993)",419,2.6,средний рейтинг
Rock of Ages (2012),95307,2.6,средний рейтинг
Down to You (2000),3225,2.6,средний рейтинг
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",1970,2.6,средний рейтинг
White Man's Burden (1995),209,2.6,средний рейтинг
Ace Ventura: When Nature Calls (1995),19,2.597826086956522,средний рейтинг
Drive Me Crazy (1999),2888,2.590909090909091,средний рейтинг
"Faculty, The (1998)",2428,2.590909090909091,средний рейтинг
Mr. Wrong (1996),102,2.590909090909091,средний рейтинг
Lara Croft Tomb Raider: The Cradle of Life (2003),6564,2.5833333333333335,средний рейтинг
Red Sonja (1985),2373,2.5833333333333335,средний рейтинг
Scary Movie (2000),3785,2.581081081081081,средний рейтинг
Days of Thunder (1990),1100,2.5789473684210527,средний рейтинг
Chain Reaction (1996),836,2.576923076923077,средний рейтинг
"Karate Kid, Part II, The (1986)",2421,2.574074074074074,средний рейтинг
Deep Blue Sea (1999),2722,2.573529411764706,средний рейтинг
Johnny Mnemonic (1995),172,2.5729166666666665,средний рейтинг
Death Wish (1974),3430,2.5714285714285716,средний рейтинг
Pokémon: The First Movie (1998),3054,2.5714285714285716,средний рейтинг
Gremlins 2: The New Batch (1990),2004,2.5714285714285716,средний рейтинг
Cheaper by the Dozen (2003),7161,2.5714285714285716,средний рейтинг
"Mothman Prophecies, The (2002)",5065,2.5714285714285716,средний рейтинг
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",46335,2.5714285714285716,средний рейтинг
RocketMan (a.k.a. Rocket Man) (1997),1646,2.5714285714285716,средний рейтинг
Two Weeks Notice (2002),5957,2.566666666666667,средний рейтинг
Judge Dredd (1995),173,2.5642857142857145,средний рейтинг
Indiana Jones and the Kingdom of the Crystal Skull (2008),59615,2.5625,средний рейтинг
Universal Soldier (1992),2808,2.5625,средний рейтинг
"Night at the Roxbury, A (1998)",2296,2.5625,средний рейтинг
Simon Birch (1998),2236,2.5625,средний рейтинг
Free Willy 2: The Adventure Home (1995),169,2.5625,средний рейтинг
Dying Young (1991),3436,2.5625,средний рейтинг
Funny Farm (1988),2796,2.5555555555555554,средний рейтинг
"American Werewolf in Paris, An (1997)",2793,2.5555555555555554,средний рейтинг
Cabin Boy (1994),429,2.5555555555555554,средний рейтинг
"Cable Guy, The (1996)",784,2.5508474576271185,средний рейтинг
Click (2006),45672,2.55,средний рейтинг
Cellular (2004),8860,2.5454545454545454,средний рейтинг
"Brothers Grimm, The (2005)",36401,2.5454545454545454,средний рейтинг
Bonfire of the Vanities (1990),3130,2.5416666666666665,средний рейтинг
Popeye (1980),2088,2.54,средний рейтинг
Money Train (1995),20,2.5384615384615383,средний рейтинг
Aeon Flux (2005),37386,2.5384615384615383,средний рейтинг
Twilight (2008),63992,2.5384615384615383,средний рейтинг
Rambo: First Blood Part II (1985),2402,2.5357142857142856,средний рейтинг
Fantastic Four (2005),34150,2.533333333333333,средний рейтинг
Maid in Manhattan (2002),5943,2.533333333333333,средний рейтинг
"Blue Lagoon, The (1980)",2950,2.526315789473684,средний рейтинг
Vertical Limit (2000),3999,2.525,средний рейтинг
I Know What You Did Last Summer (1997),1644,2.5166666666666666,средний рейтинг
Joker (2012),103671,2.5,средний рейтинг
The Ridiculous 6 (2015),148652,2.5,средний рейтинг
Josie and the Pussycats (2001),4248,2.5,средний рейтинг
In Praise of Older Women (1978),26404,2.5,средний рейтинг
Starting Over (1979),26435,2.5,средний рейтинг
"Ordet (Word, The) (1955)",6981,2.5,средний рейтинг
"Rugrats Movie, The (1998)",2354,2.5,средний рейтинг
I Love Trouble (1994),360,2.5,средний рейтинг
Beowulf (2007),55995,2.5,средний рейтинг
"Devil Rides Out, The (1968)",3875,2.5,средний рейтинг
Stephen Tobolowsky's Birthday Party (2005),106397,2.5,средний рейтинг
Gigantic (2008),70597,2.5,средний рейтинг
7 Days (Les 7 jours du talion) (2010),81138,2.5,средний рейтинг
Stealing Harvard (2002),5573,2.5,средний рейтинг
King Arthur (2004),8640,2.5,средний рейтинг
Starsky & Hutch (2004),7325,2.5,средний рейтинг
Steve Jobs (2015),136562,2.5,средний рейтинг
Runaway (1984),3937,2.5,средний рейтинг
Young Adult (2011),91622,2.5,средний рейтинг
Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009),72043,2.5,средний рейтинг
The Plague of the Zombies (1966),7882,2.5,средний рейтинг
Betsy's Wedding (1990),5581,2.5,средний рейтинг
The Missouri Breaks (1976),26371,2.5,средний рейтинг
Harum Scarum (1965),8821,2.5,средний рейтинг
Betty Blue (37°2 le matin) (1986),7042,2.5,средний рейтинг
Brother (2000),4640,2.5,средний рейтинг
Deuce Bigalow: Male Gigolo (1999),3146,2.5,средний рейтинг
Faces of Death 3 (1985),5736,2.5,средний рейтинг
"Haunted Mansion, The (2003)",6958,2.5,средний рейтинг
"Ruins, The (2008)",58975,2.5,средний рейтинг
Faces of Death 2 (1981),5734,2.5,средний рейтинг
"Ladykillers, The (2004)",7367,2.5,средний рейтинг
Berlin Alexanderplatz (1980),69241,2.5,средний рейтинг
"Lady from Shanghai, The (1947)",25940,2.5,средний рейтинг
Wake Wood (2010) ,110748,2.5,средний рейтинг
Albatross (2011),91935,2.5,средний рейтинг
Eight Legged Freaks (2002),5478,2.5,средний рейтинг
Reckless (1984),71804,2.5,средний рейтинг
Steam of Life (Miesten vuoro) (2010),76738,2.5,средний рейтинг
Morons From Outer Space (1985),4952,2.5,средний рейтинг
"Main Event, The (1979)",6521,2.5,средний рейтинг
Rumor Has It... (2005),42007,2.5,средний рейтинг
"Best Little Whorehouse in Texas, The (1982)",5927,2.5,средний рейтинг
"Rebound, The (2009)",79590,2.5,средний рейтинг
Haunted Honeymoon (1986),2786,2.5,средний рейтинг
Magnificent Obsession (1954),25993,2.5,средний рейтинг
"You, Me and Dupree (2006)",45726,2.5,средний рейтинг
"Super, The (1991)",8720,2.5,средний рейтинг
Harper (1966),8056,2.5,средний рейтинг
Super Fly (Superfly) (1972),7272,2.5,средний рейтинг
Gracie (2007),53133,2.5,средний рейтинг
Grace (2009),71490,2.5,средний рейтинг
Passengers (2008),65567,2.5,средний рейтинг
Teenage Caveman (2002),75349,2.5,средний рейтинг
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),3439,2.5,средний рейтинг
Teeth (2007),57910,2.5,средний рейтинг
Grown Ups 2 (2013),104218,2.5,средний рейтинг
Blank Check (1994),2036,2.5,средний рейтинг
Blame It on Rio (1984),2259,2.5,средний рейтинг
War of the Worlds (2005),64997,2.5,средний рейтинг
"Midsummer Night's Sex Comedy, A (1982)",6100,2.5,средний рейтинг
"Return of Swamp Thing, The (1989)",4652,2.5,средний рейтинг
"Guilt Trip, The (2012)",99106,2.5,средний рейтинг
D3: The Mighty Ducks (1996),1005,2.5,средний рейтинг
2 Days in New York (2012),95744,2.5,средний рейтинг
"Goodbye, Columbus (1969)",8725,2.5,средний рейтинг
Mars Needs Moms (2011),85261,2.5,средний рейтинг
Rodan (Sora no daikaijû Radon) (1956),26013,2.5,средний рейтинг
"Marrying Man, The (Too Hot to Handle) (1991)",6318,2.5,средний рейтинг
Terra (a.k.a. Battle for Terra) (2007),71318,2.5,средний рейтинг
Words and Pictures (2013),112850,2.5,средний рейтинг
Rogue (2007),60471,2.5,средний рейтинг
"Expendables, The (2010)",79695,2.5,средний рейтинг
Black Widow (1987),7305,2.5,средний рейтинг
Marley (2012),97168,2.5,средний рейтинг
Summer Rental (1985),4293,2.5,средний рейтинг
"Million Dollar Hotel, The (2001)",4146,2.5,средний рейтинг
Johnny Belinda (1948),8463,2.5,средний рейтинг
Executive Suite (1954),8462,2.5,средний рейтинг
Surviving Christmas (2004),8946,2.5,средний рейтинг
Miami Connection (1987),103813,2.5,средний рейтинг
Taxi (1998),8604,2.5,средний рейтинг
Dark Touch (2013),108506,2.5,средний рейтинг
Take Me Home Tonight (2011),84950,2.5,средний рейтинг
Melinda and Melinda (2004),32291,2.5,средний рейтинг
Bobby Deerfield (1977),77808,2.5,средний рейтинг
Rio 2 (2014),110655,2.5,средний рейтинг
Cocaine Cowboys II: Hustlin' With the Godmother (2008),82035,2.5,средний рейтинг
Watchmen: Tales of the Black Freighter (2009),69746,2.5,средний рейтинг
"Watch, The (2012)",95720,2.5,средний рейтинг
"Rite, The (2011)",84395,2.5,средний рейтинг
Paranormal Activity: The Marked Ones (2014),107769,2.5,средний рейтинг
Meet Dave (2008),60516,2.5,средний рейтинг
"Wash, The (2001)",4895,2.5,средний рейтинг
"Warrior's Way, The (2010)",83374,2.5,средний рейтинг
Blood: The Last Vampire (2009),73488,2.5,средний рейтинг
3 Extremes (Three... Extremes) (Saam gaang yi) (2004),33896,2.5,средний рейтинг
"Rich Man's Wife, The (1996)",992,2.5,средний рейтинг
Sweet Liberty (1986),31000,2.5,средний рейтинг
"Kiss Before Dying, A (1956)",5966,2.5,средний рейтинг
"Ice Pirates, The (1984)",26513,2.5,средний рейтинг
Sweet Dreams (1985),7083,2.5,средний рейтинг
Particle Fever (2013),109687,2.5,средний рейтинг
"Meteor Man, The (1993)",6204,2.5,средний рейтинг
Maximum Risk (1996),990,2.5,средний рейтинг
Suspect Zero (2004),8831,2.5,средний рейтинг
"Day the Earth Stood Still, The (2008)",64497,2.5,средний рейтинг
Susannah of the Mounties (1939),99276,2.5,средний рейтинг
"Survivors, The (1983)",5360,2.5,средний рейтинг
Tetsuo II: Body Hammer (1992),1570,2.5,средний рейтинг
Mina Tannenbaum (1994),1163,2.5,средний рейтинг
Sukiyaki Western Django (2008),61289,2.5,средний рейтинг
Endless Love (1981),5729,2.5,средний рейтинг
"Big Trees, The (1952)",3314,2.5,средний рейтинг
Miss Violence (2013),112689,2.5,средний рейтинг
"Big Tease, The (1999)",3240,2.5,средний рейтинг
"Missing, The (2003)",6950,2.5,средний рейтинг
"Stranger Among Us, A (1992)",6468,2.5,средний рейтинг
Def-Con 4 (1985),4691,2.5,средний рейтинг
"Hangover Part II, The (2011)",86911,2.5,средний рейтинг
Bride of Re-Animator (1990),3013,2.5,средний рейтинг
Red Tails (2012),92234,2.5,средний рейтинг
"Happiest Millionaire, The (1967)",2049,2.5,средний рейтинг
Cry_Wolf (a.k.a. Cry Wolf) (2005),36533,2.5,средний рейтинг
Red Sorghum (Hong gao liang) (1987),2972,2.5,средний рейтинг
Stowaway (1936),99273,2.5,средний рейтинг
"Rose Tattoo, The (1955)",8921,2.5,средний рейтинг
Weirdsville (2007),55294,2.5,средний рейтинг
"Glimmer Man, The (1996)",1004,2.5,средний рейтинг
I Still Know What You Did Last Summer (1998),2338,2.5,средний рейтинг
"Bright Lights, Big City (1988)",4482,2.5,средний рейтинг
Mama (2013),99912,2.5,средний рейтинг
Empire (2002),5901,2.5,средний рейтинг
Beyond the Valley of the Dolls (1970),8196,2.5,средний рейтинг
Beyond the Sea (2004),30818,2.5,средний рейтинг
Wendy and Lucy (2008),65418,2.5,средний рейтинг
The Last Witch Hunter (2015),135532,2.5,средний рейтинг
Our Little Girl (1935),99085,2.5,средний рейтинг
"Glass Bottom Boat, The (1966)",3144,2.5,средний рейтинг
The Legend of Tarzan (2016),160563,2.5,средний рейтинг
Miss Meadows (2014),117107,2.5,средний рейтинг
Biggles (1986),8743,2.5,средний рейтинг
"King and I, The (1999)",2559,2.5,средний рейтинг
"Man, The (2005)",37477,2.5,средний рейтинг
Iron Eagle (1986),2815,2.5,средний рейтинг
Johnny Eager (1942),8465,2.5,средний рейтинг
Suffragette (2015),141422,2.5,средний рейтинг
Bread and Roses (2000),4300,2.5,средний рейтинг
Johnny English (2003),6550,2.5,средний рейтинг
Death Wish 2 (1982),3431,2.5,средний рейтинг
That Was Then... This Is Now (1985),6906,2.5,средний рейтинг
Death at a Funeral (2010),77191,2.5,средний рейтинг
Suburban Commando (1991),5597,2.5,средний рейтинг
Gypsy (1993),64338,2.5,средний рейтинг
Getting Even with Dad (1994),460,2.5,средний рейтинг
Death in Venice (Morte a Venezia) (1971),6684,2.5,средний рейтинг
The Amazing Spider-Man 2 (2014),110553,2.5,средний рейтинг
"Wanderers, The (1979)",5600,2.5,средний рейтинг
"Rookie, The (1990)",6812,2.5,средний рейтинг
The Borderlands (2013),118260,2.5,средний рейтинг
5x2 (2004),31956,2.5,средний рейтинг
The Boy (2016),151639,2.5,средний рейтинг
"Mangler, The (1995)",8839,2.5,средний рейтинг
I'm Still Here (2010),80572,2.5,средний рейтинг
The Butterfly Effect 3: Revelations (2009),67799,2.5,средний рейтинг
Strictly Business (1991),145307,2.5,средний рейтинг
American Outlaws (2001),4721,2.5,средний рейтинг
Stretch (2014),114818,2.5,средний рейтинг
Wee Willie Winkie (1937),60343,2.5,средний рейтинг
Street Trash (1987),51207,2.5,средний рейтинг
Room Service (1938),34002,2.5,средний рейтинг
Getting It Right (1989),7872,2.5,средний рейтинг
Battleship (2012),94018,2.5,средний рейтинг
1990: The Bronx Warriors (1990: I guerrieri del Bronx) (1982),81660,2.5,средний рейтинг
Cheech & Chong's Next Movie (1980),4834,2.5,средний рейтинг
Cherry 2000 (1987),4092,2.5,средний рейтинг
Need for Speed (2014),109850,2.5,средний рейтинг
Searching for Debra Winger (2002),7358,2.5,средний рейтинг
Firestorm (1998),1744,2.5,средний рейтинг
It's Pat (1994),6827,2.5,средний рейтинг
Jack the Giant Slayer (2013),101025,2.5,средний рейтинг
Numbskull Emptybrook (Uuno Turhapuro) (1973),66246,2.5,средний рейтинг
Not Suitable for Children (2012),103221,2.5,средний рейтинг
Who's That Knocking at My Door? (1967),8840,2.5,средний рейтинг
Silver Streak (1976),26375,2.5,средний рейтинг
Simon Sez (1999),2887,2.5,средний рейтинг
"Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times, A (2013)",111228,2.5,средний рейтинг
Simone (S1m0ne) (2002),5530,2.5,средний рейтинг
"Hot Chick, The (2002)",5942,2.5,средний рейтинг
Problem Child (1990),2798,2.5,средний рейтинг
Cherrybomb (2009),79259,2.5,средний рейтинг
Sidewalks of New York (2001),4782,2.5,средний рейтинг
Austenland (2013),104906,2.5,средний рейтинг
Four Brothers (2005),34534,2.5,средний рейтинг
Angst  (1983),100306,2.5,средний рейтинг
"Innkeepers, The (2011)",92309,2.5,средний рейтинг
Lifeforce (1985),2377,2.5,средний рейтинг
Life with Mikey (1993),486,2.5,средний рейтинг
Private School (1983),3691,2.5,средний рейтинг
At War with the Army (1950),6739,2.5,средний рейтинг
"Animal, The (2001)",4340,2.5,средний рейтинг
Last Life in the Universe (Ruang rak noi nid mahasan) (2003),27722,2.5,средний рейтинг
Comet (2014),120392,2.5,средний рейтинг
Turbo (2013),103755,2.5,средний рейтинг
House Party (1990),3773,2.5,средний рейтинг
"Life and Death of Peter Sellers, The (2004)",31162,2.5,средний рейтинг
Project Almanac (2015),127096,2.5,средний рейтинг
Jackass 3.5 (2011),98083,2.5,средний рейтинг
Prom Night (1980),1987,2.5,средний рейтинг
"Skin I Live In, The (La piel que habito) (2011)",89118,2.5,средний рейтинг
Journey 2: The Mysterious Island (2012),92681,2.5,средний рейтинг
"Cave, The (2005)",36509,2.5,средний рейтинг
Freejack (1992),3802,2.5,средний рейтинг
Freedom Writers (2007),49910,2.5,средний рейтинг
Honeymoon (2014),114044,2.5,средний рейтинг
Honeysuckle Rose (a.k.a. On the Road Again) (1980),5186,2.5,средний рейтинг
Schizopolis (1996),1546,2.5,средний рейтинг
School For Scoundrels (1960),7818,2.5,средний рейтинг
Central Intelligence (2016),160271,2.5,средний рейтинг
Angel and the Badman (1947),964,2.5,средний рейтинг
"Central Park Five, The (2012)",99468,2.5,средний рейтинг
Observe and Report (2009),67695,2.5,средний рейтинг
Angel on My Shoulder (1946),960,2.5,средний рейтинг
African Cats (2011),86593,2.5,средний рейтинг
White Sands (1992),3810,2.5,средний рейтинг
"Scout, The (1994)",528,2.5,средний рейтинг
Africa Screams (1949),7407,2.5,средний рейтинг
Jump Tomorrow (2001),4451,2.5,средний рейтинг
Nancy Drew (2007),53466,2.5,средний рейтинг
Tremors 3: Back to Perfection (2001),7846,2.5,средний рейтинг
"Nanny Diaries, The (2007)",54780,2.5,средний рейтинг
Little Black Book (2004),8799,2.5,средний рейтинг
Sisters (1973),26303,2.5,средний рейтинг
Little Big League (1994),569,2.5,средний рейтинг
Trick or Treat (1986),2464,2.5,средний рейтинг
Fire in the Sky (1993),9005,2.5,средний рейтинг
Drinking Buddies (2013),103801,2.5,средний рейтинг
"Singing Detective, The (2003)",6892,2.5,средний рейтинг
Conception (2011),96530,2.5,средний рейтинг
Doomsday (2008),58297,2.5,средний рейтинг
"Tuxedo, The (2002)",5621,2.5,средний рейтинг
"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",4417,2.5,средний рейтинг
Planes (2013),104245,2.5,средний рейтинг
Armored (2009),72762,2.5,средний рейтинг
Underworld (1996),1430,2.5,средний рейтинг
Nim's Island (2008),58972,2.5,средний рейтинг
"Clock, The (1945)",8583,2.5,средний рейтинг
Nightwatch (1997),1355,2.5,средний рейтинг
"Nightmare on Elm Street, A (2010)",77798,2.5,средний рейтинг
Ink (2009),71468,2.5,средний рейтинг
Cleopatra (1963),4274,2.5,средний рейтинг
"New Daughter, The (2009)",85572,2.5,средний рейтинг
Clean and Sober (1988),4486,2.5,средний рейтинг
Legend (2015),141688,2.5,средний рейтинг
"Fly, The (Légy, A) (1980)",72612,2.5,средний рейтинг
It's a Very Merry Muppet Christmas Movie (2002),52730,2.5,средний рейтинг
"Cold Light of Day, The (2012)",96590,2.5,средний рейтинг
Unbroken (2014),118702,2.5,средний рейтинг
Fletch Lives (1989),2372,2.5,средний рейтинг
Left Behind: The Movie (2000),4142,2.5,средний рейтинг
Undisputed (2002),5531,2.5,средний рейтинг
Coherence (2013),113741,2.5,средний рейтинг
"Late Show, The (1977)",7415,2.5,средний рейтинг
"No. 1 Ladies' Detective Agency, The (2008)",79299,2.5,средний рейтинг
No Way Out (1950),52378,2.5,средний рейтинг
Sex Ed (2014),116849,2.5,средний рейтинг
Premium Rush (2012),96417,2.5,средний рейтинг
Prefontaine (1997),1442,2.5,средний рейтинг
Universal Soldier: The Return (1999),2807,2.5,средний рейтинг
Flipper (1963),8850,2.5,средний рейтинг
"Apple Dumpling Gang Rides Again, The (1979)",2016,2.5,средний рейтинг
No One Lives (2012),112655,2.5,средний рейтинг
Cocaine Cowboys: Reloaded (2014),133295,2.5,средний рейтинг
Powaqqatsi (1988),5643,2.5,средний рейтинг
Untraceable (2008),57526,2.5,средний рейтинг
Nightbreed (1990),7951,2.5,средний рейтинг
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",27255,2.5,средний рейтинг
How High (2001),4989,2.5,средний рейтинг
Vacation (2015),136598,2.5,средний рейтинг
Chilly Scenes of Winter (Head Over Heels) (1979),55757,2.5,средний рейтинг
Double Trouble (1967),8819,2.5,средний рейтинг
Chocolate (2008),66130,2.5,средний рейтинг
"Fists in the Pocket (Pugni in tasca, I) (1965)",40833,2.5,средний рейтинг
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",91104,2.5,средний рейтинг
"New York, I Love You (2009)",71823,2.5,средний рейтинг
Zoom (2006),47384,2.5,средний рейтинг
Pokémon 3: The Movie (2001),4241,2.5,средний рейтинг
"Seduction of Joe Tynan, The (1979)",68614,2.5,средний рейтинг
"Valachi Papers,The (1972)",7922,2.5,средний рейтинг
Two Brothers (Deux frères) (2004),8534,2.5,средний рейтинг
"Seeker: The Dark Is Rising, The (2007)",55259,2.5,средний рейтинг
Assault on Precinct 13 (1976),3726,2.5,средний рейтинг
Cinderella (1997),63239,2.5,средний рейтинг
Two Girls and a Guy (1997),1816,2.5,средний рейтинг
"Art of the Steal, The (2013)",108949,2.5,средний рейтинг
Above the Rim (1994),409,2.5,средний рейтинг
Two Lovers (2008),66200,2.5,средний рейтинг
"For a Good Time, Call... (2012)",92665,2.5,средний рейтинг
Semi-Pro (2008),58156,2.5,средний рейтинг
Cold in July (2014),110611,2.5,средний рейтинг
Ashby (2015),143257,2.5,средний рейтинг
Senseless (1998),1746,2.5,средний рейтинг
"Last Time I Saw Paris, The (1954)",972,2.5,средний рейтинг
Footloose (2011),90343,2.5,средний рейтинг
Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973),26320,2.5,средний рейтинг
Inhale (2010),94919,2.5,средний рейтинг
Wild River (1960),70188,2.5,средний рейтинг
"Ugly American, The (1963)",6728,2.5,средний рейтинг
"Ugly Dachshund, The (1966)",8525,2.5,средний рейтинг
Bad Asses on the Bayou (2015),136816,2.5,средний рейтинг
Little Otik (Otesánek) (2000),4996,2.5,средний рейтинг
Punchline (1988),4012,2.5,средний рейтинг
Beach Party (1963),3921,2.5,средний рейтинг
Saints and Soldiers (2003),27816,2.5,средний рейтинг
Gantz (2011),88879,2.5,средний рейтинг
Dinner for Schmucks (2010),79428,2.5,средний рейтинг
Call Me Kuchu (2012),100365,2.5,средний рейтинг
Railroaded! (1947),3380,2.5,средний рейтинг
"International, The (2009)",66198,2.5,средний рейтинг
"Visit, The (2015)",140523,2.5,средний рейтинг
Visitor Q (Bizita Q) (2001),5909,2.5,средний рейтинг
Speed Racer (2008),59037,2.5,средний рейтинг
Ai Weiwei: Never Sorry (2012),96667,2.5,средний рейтинг
In the Name of the King: A Dungeon Siege Tale (2008),57326,2.5,средний рейтинг
Love and a Bullet (2002),5558,2.5,средний рейтинг
Caddyshack II (1988),4483,2.5,средний рейтинг
Gentlemen Broncos (2009),72224,2.5,средний рейтинг
Salem's Lot (1979),31502,2.5,средний рейтинг
"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die) (1974)",66019,2.5,средний рейтинг
"Kid in King Arthur's Court, A (1995)",258,2.5,средний рейтинг
"Love Song for Bobby Long, A (2004)",30848,2.5,средний рейтинг
Dinner with Friends (2001),40817,2.5,средний рейтинг
When a Stranger Calls (2006),43904,2.5,средний рейтинг
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),27704,2.5,средний рейтинг
Radioland Murders (1994),513,2.5,средний рейтинг
Southern Comfort (1981),5859,2.5,средний рейтинг
Herbie: Fully Loaded (2005),33830,2.5,средний рейтинг
"Incredible Burt Wonderstone, The (2013)",101283,2.5,средний рейтинг
Youngblood (1986),4355,2.5,средний рейтинг
G.I. Joe: Retaliation (2013),101076,2.5,средний рейтинг
"Canal, The (2014)",113640,2.5,средний рейтинг
"Fast Five (Fast and the Furious 5, The) (2011)",86644,2.5,средний рейтинг
Murder Party (2007),56069,2.5,средний рейтинг
"Small Circle of Friends, A (1980)",8853,2.5,средний рейтинг
Spinout (1966),8820,2.5,средний рейтинг
"Thousand Words, A (2012)",95067,2.5,средний рейтинг
"Fast and the Furious, The (1955)",69945,2.5,средний рейтинг
Stand Up and Cheer! (1934),99270,2.5,средний рейтинг
"Air Up There, The (1994)",414,2.5,средний рейтинг
Stage Door (1937),25841,2.5,средний рейтинг
Amityville 1992: It's About Time (1992),1322,2.5,средний рейтинг
Stagecoach (1966),91582,2.5,средний рейтинг
Stakeout (1987),5553,2.5,средний рейтинг
Stand Up Guys (2012),100326,2.5,средний рейтинг
Mouse Hunt (1997),1713,2.5,средний рейтинг
Mr. Skeffington (1944),25906,2.5,средний рейтинг
I Can't Sleep (J'ai pas sommeil) (1994),1369,2.5,средний рейтинг
Standoff (2016),149590,2.5,средний рейтинг
Hearts of the West (1975),92756,2.5,средний рейтинг
"Burning, The (1981)",5715,2.5,средний рейтинг
They Were Expendable (1945),25916,2.5,средний рейтинг
Jason Goes to Hell: The Final Friday (1993),5691,2.5,средний рейтинг
Get Hard (2015),131013,2.5,средний рейтинг
Bedazzled (1967),7708,2.5,средний рейтинг
Diary of a Wimpy Kid (2010),77206,2.5,средний рейтинг
Squanto: A Warrior's Tale (1994),2101,2.5,средний рейтинг
Loving You (1957),6227,2.5,средний рейтинг
Because of Winn-Dixie (2005),31700,2.5,средний рейтинг
Eaten Alive (1977),3294,2.5,средний рейтинг
Land of Storms (2014),146501,2.5,средний рейтинг
Sprung (1997),1532,2.5,средний рейтинг
Cabin Fever (2002),6707,2.5,средний рейтинг
SOMM: Into the Bottle (2016),152025,2.5,средний рейтинг
